score:	0
0	  100
51	  -78
102	  -68
153	  47
204	  -72
255	  0
306	  89
357	  8
408	  -92
459	  -85
510	  -23
562	  33
613	  -8
664	  -72
715	  -92
766	  -98
818	  -93
869	  -98
920	  -99
971	  -96
1022	  94
1074	  40
1125	  -94
1176	  -95
1227	  -95
1278	  -90
1330	  -71
1381	  -65
1432	  -81
1483	  -90
1534	  -97
1586	  -97
1637	  -47
1688	  68
1739	  4
1790	  -94
1842	  -94
1893	  -97
1944	  -96
1995	  -67
2046	  41
2098	  15
2149	  -73
2200	  -90
2251	  13
2302	  88
2354	  41
2405	  -65
2456	  32
2507	  80
2558	  65
2610	  6
2661	  -37
2712	  47
2763	  82
2814	  53
2866	  -4
2917	  -2
2968	  20
3019	  9
3070	  5
3122	  17
3173	  45
3224	  52
3275	  25
3326	  -27
3378	  34
3429	  85
3480	  52
3531	  -33
3582	  -27
3634	  74
3685	  97
3736	  93
3787	  94
3838	  95
3890	  86
3941	  68
3992	  54
4043	  27
4094	  -9
4146	  19
4197	  22
4248	  -20
4299	  -35
4350	  1
4402	  19
4453	  -24
4504	  -35
4555	  -31
4606	  -48
4658	  -24
4709	  7
4760	  -23
4811	  -87
4862	  -90
4914	  -74
4965	  -63
5016	  -38
5067	  26
5118	  -16
5170	  -51
5221	  -20
5272	  48
5323	  47
5374	  3
5426	  -4
5477	  29
5528	  44
5579	  39
5630	  37
5682	  -1
5733	  -16
5784	  38
5835	  2
5886	  -74
5938	  4
5989	  37
6040	  -6
6091	  -11
6142	  12
6194	  -6
6245	  -18
6296	  4
6347	  12
6398	  -4
6450	  -2
6501	  16
6552	  14
6603	  14
6654	  26
6706	  36
6757	  14
6808	  13
6859	  31
6910	  40
6962	  26
7013	  9
7064	  35
7115	  73
7166	  88
7218	  95
7269	  91
7320	  56
7371	  -5
7422	  -3
7474	  41
7525	  73
7576	  89
7627	  95
7678	  82
7730	  28
7781	  -66
7832	  -25
7883	  68
7934	  64
7986	  -47
8037	  -88
8088	  -7
8139	  51
8190	  -19
8242	  -42
8293	  -33
8344	  13
8395	  26
8446	  -65
8498	  -92
8549	  -61
8600	  -22
8651	  20
8702	  -51
8754	  -59
8805	  -9
8856	  17
8907	  -27
8958	  -53
9010	  -49
9061	  -52
9112	  -48
9163	  -20
9214	  -14
9266	  -6
9317	  1
9368	  -28
9419	  -40
9470	  -28
9522	  5
9573	  0
9624	  -41
9675	  -39
9726	  5
9778	  9
9829	  -28
9880	  -33
9931	  -1
9982	  44
10034	  9
10085	  -29
10136	  69
10187	  100
