MT: 0.40	MR: 0.50	MF: 60
0	-100
51	0
102	89
153	94
204	-44
255	-8
306	100
357	32
408	-58
459	35
510	-11
561	-39
612	47
663	-36
714	-74
765	2
816	-30
867	0
918	-99
969	-100
1020	-95
1071	30
1122	18
1173	-72
1224	-74
1276	-63
1327	-22
1378	-41
1429	-77
1480	-85
1532	-94
1583	-96
1634	-10
1685	14
1736	-38
1788	-35
1839	-52
1890	-8
1941	20
1992	-40
2044	-48
2095	-21
2146	8
2197	-11
2248	8
2300	15
2351	-13
2402	34
2453	24
2504	17
2556	58
2607	44
2658	1
2709	44
2760	48
2812	3
2863	22
2914	36
2965	20
3016	7
3068	4
3119	14
3170	41
3221	39
3272	28
3324	-5
3375	27
3426	46
3477	21
3528	10
3580	39
3631	57
3682	54
3733	60
3784	68
3836	56
3887	44
3938	50
3989	68
4040	81
4092	76
4143	38
4194	-31
4245	-26
4296	24
4348	7
4399	-30
4450	-19
4501	-21
4552	-23
4604	-15
4655	-34
4706	-74
4757	-54
4808	-29
4860	-34
4911	-17
4962	-11
5013	-39
5064	9
5116	51
5167	5
5218	-3
5269	46
5320	24
5372	24
5423	48
5474	37
5525	-28
5576	17
5628	42
5679	-39
5730	-7
5781	44
5832	10
5884	-5
5935	16
5986	-3
6037	-3
6088	16
6140	8
6191	4
6242	28
6293	31
6344	17
6396	23
6447	31
6498	31
6549	17
6600	22
6652	21
6703	26
6754	36
6805	56
6856	72
6908	73
6959	56
7010	24
7061	-4
7112	26
7164	53
7215	70
7266	71
7317	70
7368	24
7420	-12
7471	25
7522	40
7573	1
7624	11
7676	2
7727	-13
7778	18
7829	5
7880	-53
7932	22
7983	-13
8034	-43
8085	7
8136	-7
8188	-65
8239	-31
8290	6
8341	-49
8392	-91
8444	-15
8495	14
8546	-46
8597	-36
8648	-29
8700	-21
8751	-6
8802	-16
8853	-34
8904	-69
8956	-59
9007	18
9058	-10
9109	-69
9160	-14
9212	-2
9263	-30
9314	3
9365	0
9416	-20
9468	-13
9519	25
9570	10
9621	-20
9672	64
9724	83
9775	70
9826	55
9877	2
9928	-7
9980	86
10031	97
10082	93
10133	92
10184	84
